,Time,Capcity,Naive Occupancy
0,800.0,28.0,0.286
1,801.0,28.0,0.286
2,802.0,28.0,0.321
3,803.0,28.0,0.321
4,804.0,28.0,0.321
5,805.0,28.0,0.321
6,806.0,28.0,0.321
7,807.0,28.0,0.357
8,808.0,28.0,0.357
9,809.0,28.0,0.357
10,810.0,28.0,0.393
11,811.0,28.0,0.393
12,812.0,28.0,0.393
13,813.0,28.0,0.393
14,814.0,28.0,0.393
15,815.0,28.0,0.393
16,816.0,28.0,0.393
17,817.0,28.0,0.429
18,818.0,28.0,0.429
19,819.0,28.0,0.429
20,820.0,28.0,0.429
21,821.0,28.0,0.429
22,822.0,28.0,0.429
23,823.0,28.0,0.429
24,824.0,28.0,0.429
25,825.0,28.0,0.429
26,826.0,28.0,0.464
27,827.0,28.0,0.464
28,828.0,28.0,0.5
29,829.0,28.0,0.5
30,830.0,28.0,0.5
31,831.0,28.0,0.5
32,832.0,28.0,0.5
33,833.0,28.0,0.5
34,834.0,28.0,0.5
35,835.0,28.0,0.5
36,836.0,28.0,0.5
37,837.0,28.0,0.5
38,838.0,28.0,0.5
39,839.0,28.0,0.5
40,840.0,28.0,0.5
41,841.0,28.0,0.5
42,842.0,28.0,0.5
43,843.0,28.0,0.5
44,844.0,28.0,0.5
45,845.0,28.0,0.5
46,846.0,28.0,0.5
47,847.0,28.0,0.5
48,848.0,28.0,0.536
49,849.0,28.0,0.536
50,850.0,28.0,0.536
51,851.0,28.0,0.536
52,852.0,28.0,0.536
53,853.0,28.0,0.536
54,854.0,28.0,0.536
55,855.0,28.0,0.536
56,856.0,28.0,0.536
57,857.0,28.0,0.536
58,858.0,28.0,0.536
59,859.0,28.0,0.571
60,900.0,28.0,0.571
61,901.0,28.0,0.571
62,902.0,28.0,0.571
63,903.0,28.0,0.571
64,904.0,28.0,0.607
65,905.0,28.0,0.607
66,906.0,28.0,0.643
67,907.0,28.0,0.643
68,908.0,28.0,0.643
69,909.0,28.0,0.643
70,910.0,28.0,0.643
71,911.0,28.0,0.643
72,912.0,28.0,0.643
73,913.0,28.0,0.643
74,914.0,28.0,0.643
75,915.0,28.0,0.643
76,916.0,28.0,0.643
77,917.0,28.0,0.679
78,918.0,28.0,0.679
79,919.0,28.0,0.679
80,920.0,28.0,0.679
81,921.0,28.0,0.679
82,922.0,28.0,0.679
83,923.0,28.0,0.714
84,924.0,28.0,0.714
85,925.0,28.0,0.714
86,926.0,28.0,0.714
87,927.0,28.0,0.714
88,928.0,28.0,0.714
89,929.0,28.0,0.714
90,930.0,28.0,0.714
91,931.0,28.0,0.714
92,932.0,28.0,0.714
93,933.0,28.0,0.714
94,934.0,28.0,0.714
95,935.0,28.0,0.714
96,936.0,28.0,0.714
97,937.0,28.0,0.714
98,938.0,28.0,0.714
99,939.0,28.0,0.714
100,940.0,28.0,0.714
101,941.0,28.0,0.679
102,942.0,28.0,0.679
103,943.0,28.0,0.679
104,944.0,28.0,0.679
105,945.0,28.0,0.679
106,946.0,28.0,0.679
107,947.0,28.0,0.679
108,948.0,28.0,0.679
109,949.0,28.0,0.643
110,950.0,28.0,0.643
111,951.0,28.0,0.643
112,952.0,28.0,0.643
113,953.0,28.0,0.643
114,954.0,28.0,0.643
115,955.0,28.0,0.643
116,956.0,28.0,0.643
117,957.0,28.0,0.643
118,958.0,28.0,0.643
119,959.0,28.0,0.643
120,1000.0,28.0,0.643
121,1001.0,28.0,0.643
122,1002.0,28.0,0.679
123,1003.0,28.0,0.679
124,1004.0,28.0,0.679
125,1005.0,28.0,0.714
126,1006.0,28.0,0.679
127,1007.0,28.0,0.679
128,1008.0,28.0,0.679
129,1009.0,28.0,0.679
130,1010.0,28.0,0.714
131,1011.0,28.0,0.75
132,1012.0,28.0,0.75
133,1013.0,28.0,0.75
134,1014.0,28.0,0.75
135,1015.0,28.0,0.75
136,1016.0,28.0,0.75
137,1017.0,28.0,0.75
138,1018.0,28.0,0.75
139,1019.0,28.0,0.75
140,1020.0,28.0,0.75
141,1021.0,28.0,0.75
142,1022.0,28.0,0.75
143,1023.0,28.0,0.75
144,1024.0,28.0,0.714
145,1025.0,28.0,0.714
146,1026.0,28.0,0.714
147,1027.0,28.0,0.714
148,1028.0,28.0,0.75
149,1029.0,28.0,0.714
150,1030.0,28.0,0.714
151,1031.0,28.0,0.714
152,1032.0,28.0,0.714
153,1033.0,28.0,0.714
154,1034.0,28.0,0.714
155,1035.0,28.0,0.714
156,1036.0,28.0,0.714
157,1037.0,28.0,0.714
158,1038.0,28.0,0.714
159,1039.0,28.0,0.714
160,1040.0,28.0,0.75
161,1041.0,28.0,0.75
162,1042.0,28.0,0.75
163,1043.0,28.0,0.75
164,1044.0,28.0,0.786
165,1045.0,28.0,0.786
166,1046.0,28.0,0.786
167,1047.0,28.0,0.786
168,1048.0,28.0,0.786
169,1049.0,28.0,0.786
170,1050.0,28.0,0.786
171,1051.0,28.0,0.786
172,1052.0,28.0,0.786
173,1053.0,28.0,0.786
174,1054.0,28.0,0.786
175,1055.0,28.0,0.821
176,1056.0,28.0,0.821
177,1057.0,28.0,0.857
178,1058.0,28.0,0.857
179,1059.0,28.0,0.857
180,1100.0,28.0,0.857
181,1101.0,28.0,0.857
182,1102.0,28.0,0.857
183,1103.0,28.0,0.857
184,1104.0,28.0,0.857
185,1105.0,28.0,0.857
186,1106.0,28.0,0.821
187,1107.0,28.0,0.821
188,1108.0,28.0,0.821
189,1109.0,28.0,0.821
190,1110.0,28.0,0.821
191,1111.0,28.0,0.821
192,1112.0,28.0,0.786
193,1113.0,28.0,0.786
194,1114.0,28.0,0.786
195,1115.0,28.0,0.786
196,1116.0,28.0,0.786
197,1117.0,28.0,0.786
198,1118.0,28.0,0.786
199,1119.0,28.0,0.786
200,1120.0,28.0,0.786
201,1121.0,28.0,0.786
202,1122.0,28.0,0.786
203,1123.0,28.0,0.786
204,1124.0,28.0,0.786
205,1125.0,28.0,0.786
206,1126.0,28.0,0.786
207,1127.0,28.0,0.786
208,1128.0,28.0,0.786
209,1129.0,28.0,0.786
210,1130.0,28.0,0.786
211,1131.0,28.0,0.786
212,1132.0,28.0,0.786
213,1133.0,28.0,0.786
214,1134.0,28.0,0.786
215,1135.0,28.0,0.786
216,1136.0,28.0,0.786
217,1137.0,28.0,0.821
218,1138.0,28.0,0.821
219,1139.0,28.0,0.857
220,1140.0,28.0,0.857
221,1141.0,28.0,0.857
222,1142.0,28.0,0.857
223,1143.0,28.0,0.857
224,1144.0,28.0,0.857
225,1145.0,28.0,0.857
226,1146.0,28.0,0.857
227,1147.0,28.0,0.857
228,1148.0,28.0,0.857
229,1149.0,28.0,0.857
230,1150.0,28.0,0.857
231,1151.0,28.0,0.857
232,1152.0,28.0,0.857
233,1153.0,28.0,0.857
234,1154.0,28.0,0.857
235,1155.0,28.0,0.857
236,1156.0,28.0,0.857
237,1157.0,28.0,0.857
238,1158.0,28.0,0.821
239,1159.0,28.0,0.821
240,1200.0,28.0,0.821
241,1201.0,28.0,0.714
242,1202.0,28.0,0.714
243,1203.0,28.0,0.679
244,1204.0,28.0,0.679
245,1205.0,28.0,0.679
246,1206.0,28.0,0.679
247,1207.0,28.0,0.679
248,1208.0,28.0,0.643
249,1209.0,28.0,0.643
250,1210.0,28.0,0.643
251,1211.0,28.0,0.679
252,1212.0,28.0,0.679
253,1213.0,28.0,0.679
254,1214.0,28.0,0.679
255,1215.0,28.0,0.714
256,1216.0,28.0,0.714
257,1217.0,28.0,0.714
258,1218.0,28.0,0.679
259,1219.0,28.0,0.714
260,1220.0,28.0,0.714
261,1221.0,28.0,0.714
262,1222.0,28.0,0.714
263,1223.0,28.0,0.714
264,1224.0,28.0,0.714
265,1225.0,28.0,0.714
266,1226.0,28.0,0.714
267,1227.0,28.0,0.679
268,1228.0,28.0,0.679
269,1229.0,28.0,0.643
270,1230.0,28.0,0.643
271,1231.0,28.0,0.643
272,1232.0,28.0,0.643
273,1233.0,28.0,0.643
274,1234.0,28.0,0.643
275,1235.0,28.0,0.643
276,1236.0,28.0,0.643
277,1237.0,28.0,0.643
278,1238.0,28.0,0.643
279,1239.0,28.0,0.643
280,1240.0,28.0,0.643
281,1241.0,28.0,0.643
282,1242.0,28.0,0.643
283,1243.0,28.0,0.643
284,1244.0,28.0,0.643
285,1245.0,28.0,0.643
286,1246.0,28.0,0.643
287,1247.0,28.0,0.643
288,1248.0,28.0,0.643
289,1249.0,28.0,0.607
290,1250.0,28.0,0.607
291,1251.0,28.0,0.607
292,1252.0,28.0,0.571
293,1253.0,28.0,0.571
294,1254.0,28.0,0.571
295,1255.0,28.0,0.571
296,1256.0,28.0,0.571
297,1257.0,28.0,0.571
298,1258.0,28.0,0.571
299,1259.0,28.0,0.607
300,1300.0,28.0,0.571
301,1301.0,28.0,0.571
302,1302.0,28.0,0.536
303,1303.0,28.0,0.536
304,1304.0,28.0,0.536
305,1305.0,28.0,0.5
306,1306.0,28.0,0.536
307,1307.0,28.0,0.536
308,1308.0,28.0,0.536
309,1309.0,28.0,0.536
310,1310.0,28.0,0.536
311,1311.0,28.0,0.536
312,1312.0,28.0,0.536
313,1313.0,28.0,0.536
314,1314.0,28.0,0.536
315,1315.0,28.0,0.536
316,1316.0,28.0,0.536
317,1317.0,28.0,0.536
318,1318.0,28.0,0.536
319,1319.0,28.0,0.536
320,1320.0,28.0,0.5
321,1321.0,28.0,0.5
322,1322.0,28.0,0.5
323,1323.0,28.0,0.5
324,1324.0,28.0,0.5
325,1325.0,28.0,0.5
326,1326.0,28.0,0.5
327,1327.0,28.0,0.5
328,1328.0,28.0,0.5
329,1329.0,28.0,0.5
330,1330.0,28.0,0.5
331,1331.0,28.0,0.5
332,1332.0,28.0,0.5
333,1333.0,28.0,0.5
334,1334.0,28.0,0.5
335,1335.0,28.0,0.5
336,1336.0,28.0,0.5
337,1337.0,28.0,0.5
338,1338.0,28.0,0.5
339,1339.0,28.0,0.5
340,1340.0,28.0,0.536
341,1341.0,28.0,0.536
342,1342.0,28.0,0.536
343,1343.0,28.0,0.536
344,1344.0,28.0,0.571
345,1345.0,28.0,0.536
346,1346.0,28.0,0.536
347,1347.0,28.0,0.571
348,1348.0,28.0,0.571
349,1349.0,28.0,0.571
350,1350.0,28.0,0.571
351,1351.0,28.0,0.571
352,1352.0,28.0,0.571
353,1353.0,28.0,0.571
354,1354.0,28.0,0.571
355,1355.0,28.0,0.571
356,1356.0,28.0,0.571
357,1357.0,28.0,0.571
358,1358.0,28.0,0.536
359,1359.0,28.0,0.536
360,1400.0,28.0,0.571
361,1401.0,28.0,0.607
362,1402.0,28.0,0.607
363,1403.0,28.0,0.571
364,1404.0,28.0,0.571
365,1405.0,28.0,0.607
366,1406.0,28.0,0.607
367,1407.0,28.0,0.607
368,1408.0,28.0,0.607
369,1409.0,28.0,0.607
370,1410.0,28.0,0.607
371,1411.0,28.0,0.607
372,1412.0,28.0,0.607
373,1413.0,28.0,0.643
374,1414.0,28.0,0.643
375,1415.0,28.0,0.643
376,1416.0,28.0,0.643
377,1417.0,28.0,0.643
378,1418.0,28.0,0.679
379,1419.0,28.0,0.679
380,1420.0,28.0,0.679
381,1421.0,28.0,0.679
382,1422.0,28.0,0.679
383,1423.0,28.0,0.679
384,1424.0,28.0,0.679
385,1425.0,28.0,0.714
386,1426.0,28.0,0.714
387,1427.0,28.0,0.714
388,1428.0,28.0,0.714
389,1429.0,28.0,0.714
390,1430.0,28.0,0.714
391,1431.0,28.0,0.679
392,1432.0,28.0,0.679
393,1433.0,28.0,0.679
394,1434.0,28.0,0.679
395,1435.0,28.0,0.679
396,1436.0,28.0,0.679
397,1437.0,28.0,0.714
398,1438.0,28.0,0.714
399,1439.0,28.0,0.714
400,1440.0,28.0,0.714
401,1441.0,28.0,0.714
402,1442.0,28.0,0.714
403,1443.0,28.0,0.714
404,1444.0,28.0,0.714
405,1445.0,28.0,0.714
406,1446.0,28.0,0.714
407,1447.0,28.0,0.714
408,1448.0,28.0,0.714
409,1449.0,28.0,0.714
410,1450.0,28.0,0.714
411,1451.0,28.0,0.714
412,1452.0,28.0,0.714
413,1453.0,28.0,0.714
414,1454.0,28.0,0.714
415,1455.0,28.0,0.75
416,1456.0,28.0,0.714
417,1457.0,28.0,0.714
418,1458.0,28.0,0.679
419,1459.0,28.0,0.679
420,1500.0,28.0,0.679
421,1501.0,28.0,0.679
422,1502.0,28.0,0.679
423,1503.0,28.0,0.679
424,1504.0,28.0,0.679
425,1505.0,28.0,0.679
426,1506.0,28.0,0.679
427,1507.0,28.0,0.679
428,1508.0,28.0,0.679
429,1509.0,28.0,0.679
430,1510.0,28.0,0.679
431,1511.0,28.0,0.679
432,1512.0,28.0,0.643
433,1513.0,28.0,0.643
434,1514.0,28.0,0.643
435,1515.0,28.0,0.643
436,1516.0,28.0,0.643
437,1517.0,28.0,0.643
438,1518.0,28.0,0.643
439,1519.0,28.0,0.643
440,1520.0,28.0,0.643
441,1521.0,28.0,0.643
442,1522.0,28.0,0.643
443,1523.0,28.0,0.679
444,1524.0,28.0,0.679
445,1525.0,28.0,0.679
446,1526.0,28.0,0.679
447,1527.0,28.0,0.679
448,1528.0,28.0,0.679
449,1529.0,28.0,0.679
450,1530.0,28.0,0.679
451,1531.0,28.0,0.679
452,1532.0,28.0,0.679
453,1533.0,28.0,0.714
454,1534.0,28.0,0.714
455,1535.0,28.0,0.75
456,1536.0,28.0,0.75
457,1537.0,28.0,0.714
458,1538.0,28.0,0.679
459,1539.0,28.0,0.679
460,1540.0,28.0,0.679
461,1541.0,28.0,0.679
462,1542.0,28.0,0.679
463,1543.0,28.0,0.679
464,1544.0,28.0,0.679
465,1545.0,28.0,0.679
466,1546.0,28.0,0.679
467,1547.0,28.0,0.679
468,1548.0,28.0,0.679
469,1549.0,28.0,0.679
470,1550.0,28.0,0.679
471,1551.0,28.0,0.679
472,1552.0,28.0,0.679
473,1553.0,28.0,0.679
474,1554.0,28.0,0.679
475,1555.0,28.0,0.679
476,1556.0,28.0,0.679
477,1557.0,28.0,0.679
478,1558.0,28.0,0.679
479,1559.0,28.0,0.679
480,1600.0,28.0,0.679
481,1601.0,28.0,0.679
482,1602.0,28.0,0.607
483,1603.0,28.0,0.643
484,1604.0,28.0,0.643
485,1605.0,28.0,0.643
486,1606.0,28.0,0.643
487,1607.0,28.0,0.643
488,1608.0,28.0,0.607
489,1609.0,28.0,0.607
490,1610.0,28.0,0.679
491,1611.0,28.0,0.679
492,1612.0,28.0,0.679
493,1613.0,28.0,0.679
494,1614.0,28.0,0.643
495,1615.0,28.0,0.643
496,1616.0,28.0,0.607
497,1617.0,28.0,0.607
498,1618.0,28.0,0.607
499,1619.0,28.0,0.607
500,1620.0,28.0,0.571
501,1621.0,28.0,0.571
502,1622.0,28.0,0.571
503,1623.0,28.0,0.536
504,1624.0,28.0,0.536
505,1625.0,28.0,0.536
506,1626.0,28.0,0.5
507,1627.0,28.0,0.5
508,1628.0,28.0,0.5
509,1629.0,28.0,0.5
510,1630.0,28.0,0.5
511,1631.0,28.0,0.5
512,1632.0,28.0,0.5
513,1633.0,28.0,0.536
514,1634.0,28.0,0.536
515,1635.0,28.0,0.536
516,1636.0,28.0,0.536
517,1637.0,28.0,0.607
518,1638.0,28.0,0.607
519,1639.0,28.0,0.607
520,1640.0,28.0,0.607
521,1641.0,28.0,0.607
522,1642.0,28.0,0.643
523,1643.0,28.0,0.643
524,1644.0,28.0,0.643
525,1645.0,28.0,0.643
526,1646.0,28.0,0.643
527,1647.0,28.0,0.679
528,1648.0,28.0,0.679
529,1649.0,28.0,0.679
530,1650.0,28.0,0.679
531,1651.0,28.0,0.679
532,1652.0,28.0,0.679
533,1653.0,28.0,0.679
534,1654.0,28.0,0.679
535,1655.0,28.0,0.679
536,1656.0,28.0,0.679
537,1657.0,28.0,0.679
538,1658.0,28.0,0.643
539,1659.0,28.0,0.643
540,1700.0,28.0,0.607
541,1701.0,28.0,0.607
542,1702.0,28.0,0.607
543,1703.0,28.0,0.607
544,1704.0,28.0,0.607
545,1705.0,28.0,0.607
546,1706.0,28.0,0.607
547,1707.0,28.0,0.607
548,1708.0,28.0,0.571
549,1709.0,28.0,0.571
550,1710.0,28.0,0.571
551,1711.0,28.0,0.536
552,1712.0,28.0,0.536
553,1713.0,28.0,0.536
554,1714.0,28.0,0.536
555,1715.0,28.0,0.536
556,1716.0,28.0,0.536
557,1717.0,28.0,0.536
558,1718.0,28.0,0.536
559,1719.0,28.0,0.536
560,1720.0,28.0,0.536
561,1721.0,28.0,0.536
562,1722.0,28.0,0.536
563,1723.0,28.0,0.536
564,1724.0,28.0,0.5
565,1725.0,28.0,0.5
566,1726.0,28.0,0.5
567,1727.0,28.0,0.536
568,1728.0,28.0,0.536
569,1729.0,28.0,0.536
570,1730.0,28.0,0.536
571,1731.0,28.0,0.536
572,1732.0,28.0,0.536
573,1733.0,28.0,0.536
574,1734.0,28.0,0.5
575,1735.0,28.0,0.5
576,1736.0,28.0,0.5
577,1737.0,28.0,0.5
578,1738.0,28.0,0.5
579,1739.0,28.0,0.5
580,1740.0,28.0,0.5
581,1741.0,28.0,0.464
582,1742.0,28.0,0.464
583,1743.0,28.0,0.464
584,1744.0,28.0,0.464
585,1745.0,28.0,0.429
586,1746.0,28.0,0.429
587,1747.0,28.0,0.429
588,1748.0,28.0,0.429
589,1749.0,28.0,0.429
590,1750.0,28.0,0.429
591,1751.0,28.0,0.429
592,1752.0,28.0,0.429
593,1753.0,28.0,0.429
594,1754.0,28.0,0.429
595,1755.0,28.0,0.429
596,1756.0,28.0,0.429
597,1757.0,28.0,0.429
598,1758.0,28.0,0.429
599,1759.0,28.0,0.429
600,1800.0,28.0,0.429
601,1801.0,28.0,0.0
602,1802.0,28.0,0.0
603,1803.0,28.0,0.0
604,1804.0,28.0,0.0
605,1805.0,28.0,0.0
606,1806.0,28.0,0.0
607,1807.0,28.0,0.0
608,1808.0,28.0,0.0
609,1809.0,28.0,0.0
610,1810.0,28.0,0.0
611,1811.0,28.0,0.0
612,1812.0,28.0,0.0
613,1813.0,28.0,0.0
614,1814.0,28.0,0.0
615,1815.0,28.0,0.0
616,1816.0,28.0,0.0
617,1817.0,28.0,0.0
618,1818.0,28.0,0.0
619,1819.0,28.0,0.0
620,1820.0,28.0,0.0
621,1821.0,28.0,0.0
622,1822.0,28.0,0.0
623,1823.0,28.0,0.0
624,1824.0,28.0,0.0
625,1825.0,28.0,0.0
626,1826.0,28.0,0.0
627,1827.0,28.0,0.0
628,1828.0,28.0,0.0
629,1829.0,28.0,0.0
630,1830.0,28.0,0.0
631,1831.0,28.0,0.0
632,1832.0,28.0,0.0
633,1833.0,28.0,0.0
634,1834.0,28.0,0.0
635,1835.0,28.0,0.0
636,1836.0,28.0,0.0
637,1837.0,28.0,0.0
638,1838.0,28.0,0.0
639,1839.0,28.0,0.0
640,1840.0,28.0,0.0
641,1841.0,28.0,0.0
642,1842.0,28.0,0.0
643,1843.0,28.0,0.0
644,1844.0,28.0,0.0
645,1845.0,28.0,0.0
646,1846.0,28.0,0.0
647,1847.0,28.0,0.0
648,1848.0,28.0,0.0
649,1849.0,28.0,0.0
650,1850.0,28.0,0.0
651,1851.0,28.0,0.0
652,1852.0,28.0,0.0
653,1853.0,28.0,0.0
654,1854.0,28.0,0.0
655,1855.0,28.0,0.0
656,1856.0,28.0,0.0
657,1857.0,28.0,0.0
658,1858.0,28.0,0.0
659,1859.0,28.0,0.0
660,1900.0,28.0,0.0
661,1901.0,28.0,0.0
662,1902.0,28.0,0.0
663,1903.0,28.0,0.0
664,1904.0,28.0,0.0
665,1905.0,28.0,0.0
666,1906.0,28.0,0.0
667,1907.0,28.0,0.0
668,1908.0,28.0,0.0
669,1909.0,28.0,0.0
670,1910.0,28.0,0.0
671,1911.0,28.0,0.0
672,1912.0,28.0,0.0
673,1913.0,28.0,0.0
674,1914.0,28.0,0.0
675,1915.0,28.0,0.0
676,1916.0,28.0,0.0
677,1917.0,28.0,0.0
678,1918.0,28.0,0.0
679,1919.0,28.0,0.0
680,1920.0,28.0,0.0
681,1921.0,28.0,0.0
682,1922.0,28.0,0.0
683,1923.0,28.0,0.0
684,1924.0,28.0,0.0
685,1925.0,28.0,0.0
686,1926.0,28.0,0.0
687,1927.0,28.0,0.0
688,1928.0,28.0,0.0
689,1929.0,28.0,0.0
690,1930.0,28.0,0.0
691,1931.0,28.0,0.0
692,1932.0,28.0,0.0
693,1933.0,28.0,0.0
694,1934.0,28.0,0.0
695,1935.0,28.0,0.0
696,1936.0,28.0,0.0
697,1937.0,28.0,0.0
698,1938.0,28.0,0.0
699,1939.0,28.0,0.0
700,1940.0,28.0,0.0
701,1941.0,28.0,0.0
702,1942.0,28.0,0.0
703,1943.0,28.0,0.0
704,1944.0,28.0,0.0
705,1945.0,28.0,0.0
706,1946.0,28.0,0.0
707,1947.0,28.0,0.0
708,1948.0,28.0,0.0
709,1949.0,28.0,0.0
710,1950.0,28.0,0.0
711,1951.0,28.0,0.0
712,1952.0,28.0,0.0
713,1953.0,28.0,0.0
714,1954.0,28.0,0.0
715,1955.0,28.0,0.0
716,1956.0,28.0,0.0
717,1957.0,28.0,0.0
718,1958.0,28.0,0.0
719,1959.0,28.0,0.0
720,800.0,28.0,0.393
721,801.0,28.0,0.429
722,802.0,28.0,0.5
723,803.0,28.0,0.5
724,804.0,28.0,0.536
725,805.0,28.0,0.536
726,806.0,28.0,0.536
727,807.0,28.0,0.571
728,808.0,28.0,0.571
729,809.0,28.0,0.571
730,810.0,28.0,0.571
731,811.0,28.0,0.607
732,812.0,28.0,0.607
733,813.0,28.0,0.607
734,814.0,28.0,0.607
735,815.0,28.0,0.607
736,816.0,28.0,0.607
737,817.0,28.0,0.607
738,818.0,28.0,0.607
739,819.0,28.0,0.607
740,820.0,28.0,0.607
741,821.0,28.0,0.607
742,822.0,28.0,0.607
743,823.0,28.0,0.607
744,824.0,28.0,0.607
745,825.0,28.0,0.607
746,826.0,28.0,0.607
747,827.0,28.0,0.607
748,828.0,28.0,0.607
749,829.0,28.0,0.607
750,830.0,28.0,0.607
751,831.0,28.0,0.607
752,832.0,28.0,0.607
753,833.0,28.0,0.607
754,834.0,28.0,0.607
755,835.0,28.0,0.607
756,836.0,28.0,0.607
757,837.0,28.0,0.607
758,838.0,28.0,0.607
759,839.0,28.0,0.607
760,840.0,28.0,0.607
761,841.0,28.0,0.607
762,842.0,28.0,0.607
763,843.0,28.0,0.607
764,844.0,28.0,0.607
765,845.0,28.0,0.607
766,846.0,28.0,0.607
767,847.0,28.0,0.607
768,848.0,28.0,0.607
769,849.0,28.0,0.607
770,850.0,28.0,0.607
771,851.0,28.0,0.607
772,852.0,28.0,0.607
773,853.0,28.0,0.607
774,854.0,28.0,0.607
775,855.0,28.0,0.607
776,856.0,28.0,0.607
777,857.0,28.0,0.607
778,858.0,28.0,0.607
779,859.0,28.0,0.607
780,900.0,28.0,0.607
781,901.0,28.0,0.643
782,902.0,28.0,0.643
783,903.0,28.0,0.679
784,904.0,28.0,0.679
785,905.0,28.0,0.679
786,906.0,28.0,0.679
787,907.0,28.0,0.679
788,908.0,28.0,0.679
789,909.0,28.0,0.679
790,910.0,28.0,0.714
791,911.0,28.0,0.75
792,912.0,28.0,0.714
793,913.0,28.0,0.714
794,914.0,28.0,0.714
795,915.0,28.0,0.714
796,916.0,28.0,0.714
797,917.0,28.0,0.714
798,918.0,28.0,0.714
799,919.0,28.0,0.714
800,920.0,28.0,0.714
801,921.0,28.0,0.714
802,922.0,28.0,0.714
803,923.0,28.0,0.714
804,924.0,28.0,0.714
805,925.0,28.0,0.714
806,926.0,28.0,0.714
807,927.0,28.0,0.714
808,928.0,28.0,0.714
809,929.0,28.0,0.714
810,930.0,28.0,0.714
811,931.0,28.0,0.714
812,932.0,28.0,0.679
813,933.0,28.0,0.714
814,934.0,28.0,0.714
815,935.0,28.0,0.714
816,936.0,28.0,0.714
817,937.0,28.0,0.714
818,938.0,28.0,0.714
819,939.0,28.0,0.714
820,940.0,28.0,0.714
821,941.0,28.0,0.714
822,942.0,28.0,0.714
823,943.0,28.0,0.714
824,944.0,28.0,0.714
825,945.0,28.0,0.714
826,946.0,28.0,0.714
827,947.0,28.0,0.714
828,948.0,28.0,0.714
829,949.0,28.0,0.714
830,950.0,28.0,0.714
831,951.0,28.0,0.714
832,952.0,28.0,0.714
833,953.0,28.0,0.714
834,954.0,28.0,0.714
835,955.0,28.0,0.714
836,956.0,28.0,0.714
837,957.0,28.0,0.714
838,958.0,28.0,0.75
839,959.0,28.0,0.75
840,1000.0,28.0,0.75
841,1001.0,28.0,0.75
842,1002.0,28.0,0.786
843,1003.0,28.0,0.786
844,1004.0,28.0,0.786
845,1005.0,28.0,0.786
846,1006.0,28.0,0.786
847,1007.0,28.0,0.786
848,1008.0,28.0,0.786
849,1009.0,28.0,0.786
850,1010.0,28.0,0.786
851,1011.0,28.0,0.786
852,1012.0,28.0,0.821
853,1013.0,28.0,0.786
854,1014.0,28.0,0.786
855,1015.0,28.0,0.786
856,1016.0,28.0,0.786
857,1017.0,28.0,0.786
858,1018.0,28.0,0.786
859,1019.0,28.0,0.786
860,1020.0,28.0,0.786
861,1021.0,28.0,0.786
862,1022.0,28.0,0.786
863,1023.0,28.0,0.75
864,1024.0,28.0,0.75
865,1025.0,28.0,0.75
866,1026.0,28.0,0.75
867,1027.0,28.0,0.75
868,1028.0,28.0,0.75
869,1029.0,28.0,0.75
870,1030.0,28.0,0.75
871,1031.0,28.0,0.786
872,1032.0,28.0,0.786
873,1033.0,28.0,0.786
874,1034.0,28.0,0.786
875,1035.0,28.0,0.786
876,1036.0,28.0,0.786
877,1037.0,28.0,0.786
878,1038.0,28.0,0.786
879,1039.0,28.0,0.786
880,1040.0,28.0,0.786
881,1041.0,28.0,0.786
882,1042.0,28.0,0.786
883,1043.0,28.0,0.786
884,1044.0,28.0,0.786
885,1045.0,28.0,0.786
886,1046.0,28.0,0.786
887,1047.0,28.0,0.786
888,1048.0,28.0,0.786
889,1049.0,28.0,0.786
890,1050.0,28.0,0.786
891,1051.0,28.0,0.786
892,1052.0,28.0,0.786
893,1053.0,28.0,0.786
894,1054.0,28.0,0.786
895,1055.0,28.0,0.786
896,1056.0,28.0,0.786
897,1057.0,28.0,0.786
898,1058.0,28.0,0.786
899,1059.0,28.0,0.786
900,1100.0,28.0,0.786
901,1101.0,28.0,0.786
902,1102.0,28.0,0.821
903,1103.0,28.0,0.786
904,1104.0,28.0,0.786
905,1105.0,28.0,0.786
906,1106.0,28.0,0.821
907,1107.0,28.0,0.821
908,1108.0,28.0,0.821
909,1109.0,28.0,0.821
910,1110.0,28.0,0.821
911,1111.0,28.0,0.821
912,1112.0,28.0,0.786
913,1113.0,28.0,0.786
914,1114.0,28.0,0.786
915,1115.0,28.0,0.786
916,1116.0,28.0,0.786
917,1117.0,28.0,0.786
918,1118.0,28.0,0.786
919,1119.0,28.0,0.786
920,1120.0,28.0,0.786
921,1121.0,28.0,0.786
922,1122.0,28.0,0.786
923,1123.0,28.0,0.786
924,1124.0,28.0,0.786
925,1125.0,28.0,0.786
926,1126.0,28.0,0.786
927,1127.0,28.0,0.786
928,1128.0,28.0,0.786
929,1129.0,28.0,0.786
930,1130.0,28.0,0.786
931,1131.0,28.0,0.786
932,1132.0,28.0,0.821
933,1133.0,28.0,0.821
934,1134.0,28.0,0.821
935,1135.0,28.0,0.821
936,1136.0,28.0,0.857
937,1137.0,28.0,0.857
938,1138.0,28.0,0.857
939,1139.0,28.0,0.857
940,1140.0,28.0,0.857
941,1141.0,28.0,0.857
942,1142.0,28.0,0.857
943,1143.0,28.0,0.857
944,1144.0,28.0,0.821
945,1145.0,28.0,0.821
946,1146.0,28.0,0.857
947,1147.0,28.0,0.857
