Id,Run Order,Capture Time,Reserved,Latitude,Latitude Date Modified UTC,Longitude,Longitude Date Modified UTC,Location Icon,Location Icon Date Modified UTC,ID,ID Date Modified UTC,Street,Street Date Modified UTC,Location,Location Date Modified UTC,Side of Street,Side of Street Date Modified UTC,Paid,Paid Date Modified UTC,ADA Placard,ADA Placard Date Modified UTC,"City, Service Vehicle","City, Service Vehicle Date Modified UTC",Double Parked Car,Double Parked Car Date Modified UTC,Double Parked Truck,Double Parked Truck Date Modified UTC,Notes,Notes Date Modified UTC,Complete,Complete Date Modified UTC,Picture,Picture Date Modified UTC
ee0d7c2a,-1,2022-06-29T16:05:55.815Z,,42.3524214609508,,-71.0722991406295,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35270689670978 -71.07121552818751;42.35213602519189 -71.07338275307154""}""",,1,,Newbury St,,Arlington to Berkeley,,North,,23,2022-06-29T16:05:52.377Z,1,2022-06-29T16:05:39.444Z,0,,,,,,,,TRUE,2022-06-29T16:05:55.815Z,,
bf723f55,-1,2022-06-29T16:08:06.419Z,,42.3524729977077,,-71.0735436856124,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35213998959529 -71.07338275307154;42.35280600582007 -71.07370461815333""}""",,2,,Berkeley St,,Newbury to Commonwealth,,East,,7,2022-06-29T16:07:44.183Z,1,2022-06-29T16:07:47.35Z,0,,,,,,,,TRUE,2022-06-29T16:08:06.419Z,,
7a901b6a,-1,2022-06-29T16:10:14.858Z,,42.3524254250597,,-71.0737636267517,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35276636219471 -71.07391919487452;42.35208448792465 -71.07360805862879""}""",,3,,Berkeley St,,Commonwealth to Newbury,,West,,15,2022-06-29T16:09:50.438Z,2,2022-06-29T16:08:32.385Z,0,,1,2022-06-29T16:09:57.923Z,,,,,TRUE,2022-06-29T16:10:14.858Z,,
f60978f1,-1,2022-06-29T16:12:47.324Z,,42.3518109426993,,-71.0745736538742,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35207655911057 -71.07360805862879;42.35154532628795 -71.07553924911952""}""",,4,,Newbury St,,Berkeley to Clarendon ,,North,,9,2022-06-29T16:11:47.854Z,0,,0,,,,1,2022-06-29T16:12:17.785Z,,,TRUE,2022-06-29T16:12:47.324Z,,
e3f1aec2,-1,2022-06-29T16:14:05.659Z,,42.3518823019496,,-71.0757001816604,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35154532628795 -71.07552852028346;42.35221927761119 -71.07587184303736""}""",,5,,Clarendon St,,Newbury to Commonwealth,,East,,11,2022-06-29T16:14:00.911Z,0,,0,,,,,,,,TRUE,2022-06-29T16:14:05.659Z,,
33904572,-1,2022-06-29T16:15:59.518Z,,42.3518307643649,,-71.0759040295455,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35218756241684 -71.0760756909225;42.35147396631298 -71.07573236816859""}""",,6,,Clarendon St,,Commonwealth to Newbury,,West,,9,2022-06-29T16:15:57.817Z,4,2022-06-29T16:15:50.8Z,0,,,,,,,,TRUE,2022-06-29T16:15:59.518Z,,
6ab788b9,-1,2022-06-29T16:17:13.537Z,,42.3512242052013,,-71.07670869225,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.3514898240922 -71.07574309700465;42.350958586310504 -71.07767428749537""}""",,7,,Newbury St,,Clarendon to Dartmouth,,North,,7,2022-06-29T16:17:02.787Z,1,2022-06-29T16:16:22.385Z,0,,,,,,,,TRUE,2022-06-29T16:17:13.537Z,,
206cecd5,-1,2022-06-29T16:18:23.91Z,,42.3512955651178,,-71.0778620421264,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.350958586310504 -71.07769574516749;42.3516325439251 -71.07802833908534""}""",,8,,Dartmouth St,,Newbury to Commonwealth,,East,,9,2022-06-29T16:18:20.441Z,0,,0,,,,,,,,TRUE,2022-06-29T16:18:23.91Z,,
a16b42b9,-1,2022-06-29T16:19:42.543Z,,42.3512638494143,,-71.0779800593231,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.351608757308774 -71.07814635628199;42.35091894151988 -71.07781376236414""}""",,9,,Dartmouth St,,Commonwealth to Newbury,,West,,7,2022-06-29T16:20:16.263Z,0,,0,,,,,,truck taking up most of block ,2022-06-29T16:20:41.091Z,TRUE,2022-06-29T16:19:45.51Z,https://idax.blob.core.windows.net/images/e7b72ab6-af51-4ab3-a963-6d5deef44268-mobile.jpg,2022-06-29T16:19:42.543Z
fd242c33,-1,2022-06-29T16:23:22.81Z,,42.3506533202165,,-71.0788330017898,,"{type"":""polyline"";""strokeWeight"":3;""strokeColor"":""#009900"";""path"":""42.35091894151988 -71.0778244912002;42.350387698913146 -71.0798415123794""}""",,10,,Newbury St,,Dartmouth to Exeter,,North,,15,2022-06-29T16:23:04.637Z,0,,0,,1,2022-06-29T16:22:39.103Z,,,lots of block now taken ip by commercial seating ,2022-06-29T16:22:00.881Z,TRUE,2022-06-29T16:23:22.81Z,https://idax.blob.core.windows.net/images/f3468510-ad37-44bf-ab66-44cea51a7a1c-mobile.jpg,2022-06-29T16:22:05.168Z
