"Id","Run Order","Capture Time","Reserved","Latitude","Latitude Date Modified UTC","Longitude","Longitude Date Modified UTC","Location Icon","Location Icon Date Modified UTC","ID","ID Date Modified UTC","Street","Street Date Modified UTC","Location","Location Date Modified UTC","Side of Street","Side of Street Date Modified UTC","Paid","Paid Date Modified UTC","ADA Placard","ADA Placard Date Modified UTC","City, Service Vehicle","City, Service Vehicle Date Modified UTC","Double Parked Car","Double Parked Car Date Modified UTC","Double Parked Truck","Double Parked Truck Date Modified UTC","Notes","Notes Date Modified UTC","Data Entry Complete","Data Entry Complete Date Modified UTC","Picture","Picture Date Modified UTC"
"ad82a316","-1","2022-06-29T15:42:59.116Z","","42.3516345468398","","-71.0719237102588","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35196359495938 -71.07082400456271;42.35183276914731 -71.07106540337405;42.351305498720244 -71.07302341595492"}","","1","","Boylston St","","Arlington to Berkeley","","North","","14","2022-06-29T15:02:22.13Z","0","","1","2022-06-29T15:02:16.744Z","1","2022-06-29T15:02:08.511Z","0","2022-06-29T15:42:58.179Z","","","True","2022-06-29T15:02:23.743Z","",""
"f6cf8282","-1","2022-06-29T15:43:02.244Z","","42.3516741909706","","-71.073211170586","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35130748094817 -71.07303950920901;42.35204090099304 -71.07338283196292"}","","2","","Berkeley St","","Boylston to Newbury","","East","","6","2022-06-29T15:03:15.732Z","0","","0","","1","2022-06-29T15:02:49.561Z","0","2022-06-29T15:43:01.408Z","","","True","2022-06-29T15:03:17.095Z","",""
"72d89a7e","-1","2022-06-29T15:43:05.437Z","","42.3516484221874","","-71.0733291877826","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35200918570869 -71.07350084915957;42.35128765866602 -71.07315752640567"}","","3","","Berkeley","","Newbury to Boylston","","West","","0","","0","","0","","0","2022-06-29T15:43:03.636Z","0","2022-06-29T15:43:04.473Z","","","True","2022-06-29T15:03:29.511Z","",""
"46bd2fc8","-1","2022-06-29T15:43:09.169Z","","42.3510007564255","","-71.0741401831866","","{"strokeWeight":3;"strokeColor":"#009900";"type":"polyline";"path":"42.351275856705676 -71.07313725178986;42.35100032600609 -71.07414844458847;42.35072479409891 -71.07513817971497"}","","4","","Boylston St","","Berkeley to Clarendon","","North","","19","2022-06-29T15:05:44.539Z","3","2022-06-29T15:05:17.617Z","2","2022-06-29T15:05:39.052Z","0","2022-06-29T15:43:07.313Z","0","2022-06-29T15:43:08.198Z","","","True","2022-06-29T15:05:57.746Z","",""
"bc43fc2a","-1","2022-06-29T15:43:13.853Z","","42.3510874522191","","-71.0753462089618","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35072470324313 -71.07515845433078;42.35145020119512 -71.07553396359286"}","","5","","Clarendon St","","Boylston to Newbury","","East","","6","2022-06-29T15:06:43.356Z","2","2022-06-29T15:06:35.288Z","1","2022-06-29T15:06:28.939Z","0","2022-06-29T15:43:12.197Z","0","2022-06-29T15:43:12.917Z","","","True","2022-06-29T15:06:44.654Z","",""
"e1cc0c9c","-1","2022-06-29T15:43:17.334Z","","42.3510537542063","","-71.0754722727855","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.351418485612676 -71.07565734520755;42.35068902279993 -71.07528720036349"}","","6","","Clarendon St","","Newbury to Boylston","","West","","9","2022-06-29T15:07:31.477Z","1","2022-06-29T15:07:25.924Z","0","","0","2022-06-29T15:43:15.702Z","0","2022-06-29T15:43:16.482Z","","","True","2022-06-29T15:07:34.173Z","",""
"f9a53a9c","-1","2022-06-29T15:08:57.188Z","","42.3504174537489","","-71.0763091219982","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35068505830501 -71.07529792919955;42.350149849192825 -71.07732031479678"}","","7","","Boylston St","","Clarendon to Dartmouth","","North","","13","2022-06-29T15:08:47.737Z","1","2022-06-29T15:08:12.789Z","2","2022-06-29T15:08:49.105Z","3","2022-06-29T15:08:26.225Z","4","2022-06-29T15:08:53.172Z","","","true","2022-06-29T15:08:57.188Z","",""
"b9f765d6","-1","2022-06-29T15:43:21.834Z","","42.3505106192674","","-71.0774973405918","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35015381372151 -71.07732567921481;42.35086742481336 -71.07766900196872"}","","8","","Dartmouth St","","Boylston to Newbury","","East","","2","2022-06-29T15:09:46.94Z","0","","1","2022-06-29T15:09:43.442Z","0","2022-06-29T15:43:20.962Z","1","2022-06-29T15:09:27.239Z","","","True","2022-06-29T15:09:58.614Z","",""
"0283e001","-1","2022-06-29T15:43:25.025Z","","42.3504907967785","","-71.0775778068622","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3508396734223 -71.07775483265719;42.35014192013469 -71.07740078106723"}","","9","","Dartmouth St","","Newbury to Boylston","","West","","6","2022-06-29T15:10:45.695Z","1","2022-06-29T15:10:40.061Z","3","2022-06-29T15:10:28.249Z","0","2022-06-29T15:43:23.481Z","0","2022-06-29T15:43:24.23Z","","","True","2022-06-29T15:10:49.78Z","",""
"81e32deb","-1","2022-06-29T15:43:29.024Z","","42.3498465613672","","-71.078446842583","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35013002654559 -71.07741150990329;42.34956309618879 -71.07948217526278"}","","10","","Boylston St","","Dartmouth to Exeter","","North","","14","2022-06-29T15:12:24.168Z","0","","3","2022-06-29T15:12:18.093Z","0","2022-06-29T15:43:27.292Z","0","2022-06-29T15:43:28.038Z","","","True","2022-06-29T15:12:26.181Z","",""
"b5a13ce7","-1","2022-06-29T15:43:32.318Z","","42.3499258518686","","-71.0796638912571","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.34956309618879 -71.07949491208919;42.350288607548386 -71.07983287042507"}","","11","","Exeter St","","Boylston to Newbury","","East","","2","2022-06-29T15:12:56.467Z","0","","2","2022-06-29T15:12:48.981Z","0","2022-06-29T15:43:30.574Z","0","2022-06-29T15:43:31.384Z","","","True","2022-06-29T15:12:57.249Z","",""
"9e7c6449","-1","2022-06-29T15:43:35.857Z","","42.3499099937176","","-71.0797389931095","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.350268784944916 -71.07991333669551;42.34955120249019 -71.07956464952358"}","","12","","Exeter St","","Newbury to Boylston","","West","","6","2022-06-29T15:13:24.704Z","0","","2","2022-06-29T15:13:10.182Z","0","2022-06-29T15:43:33.938Z","0","2022-06-29T15:43:34.799Z","","","True","2022-06-29T15:13:26.102Z","",""
"21f98725","-1","2022-06-29T15:43:39.634Z","","42.3497514121621","","-71.0784086174382","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.349471911108594 -71.07943590349086;42.350030913215704 -71.07738133138545"}","","13","","Boylston St","","Exeter to Dartmouth","","South","","2","2022-06-29T15:14:50.504Z","2","2022-06-29T15:14:43.638Z","1","2022-06-29T15:14:46.338Z","0","2022-06-29T15:43:37.843Z","0","2022-06-29T15:43:38.676Z","","","True","2022-06-29T15:14:51.59Z","",""
"9287ca0f","-1","2022-06-29T15:43:43.022Z","","42.3503381634601","","-71.0762548035992","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3500705585664 -71.07725794977077;42.35060576835374 -71.07525165742763"}","","14","","Boylston St","","Dartmouth to Clarendon","","South","","10","2022-06-29T15:16:44.264Z","1","2022-06-29T15:16:15.058Z","2","2022-06-29T15:16:20.479Z","0","2022-06-29T15:43:41.39Z","0","2022-06-29T15:43:42.193Z","","","True","2022-06-29T15:16:45.63Z","",""
"6ad093e9","-1","2022-06-29T15:43:52.793Z","","42.3509083593781","","-71.0741161467626","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35063877467154 -71.07511929293419;42.35117794408467 -71.07311300059105"}","","15","","Boylston St","","Clarendon to Berkeley","","South","","21","2022-06-29T15:43:49.351Z","0","","0","","0","2022-06-29T15:43:50.836Z","0","2022-06-29T15:43:51.799Z","","","True","2022-06-29T15:34:30.391Z","",""
"1fc20409","-1","2022-06-29T15:43:58.168Z","","42.3515129397039","","-71.0718577267721","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35121758871194 -71.07298425455834;42.35180829069594 -71.07073119898583"}","","16","","Boylston St","","Berkeley to Arlington","","South","","13","2022-06-29T15:34:40.495Z","1","2022-06-29T15:34:41.831Z","2","2022-06-29T15:34:43.162Z","0","2022-06-29T15:43:55.365Z","0","2022-06-29T15:43:56.476Z","","","True","2022-06-29T15:34:44.145Z","",""
