"Id","Run Order","Capture Time","Reserved","Latitude","Latitude Date Modified UTC","Longitude","Longitude Date Modified UTC","Location Icon","Location Icon Date Modified UTC","ID","ID Date Modified UTC","Street","Street Date Modified UTC","Location","Location Date Modified UTC","Side of Street","Side of Street Date Modified UTC","Paid","Paid Date Modified UTC","ADA Placard","ADA Placard Date Modified UTC","City, Service Vehicle","City, Service Vehicle Date Modified UTC","Double Parked Car","Double Parked Car Date Modified UTC","Double Parked Truck","Double Parked Truck Date Modified UTC","Notes","Notes Date Modified UTC","Data Entry Complete","Data Entry Complete Date Modified UTC","Picture","Picture Date Modified UTC"
"ad82a316","-1","2022-06-29T15:41:54.907Z","","42.3516345468398","","-71.0719237102588","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35196359495938 -71.07082400456271;42.35183276914731 -71.07106540337405;42.351305498720244 -71.07302341595492"}","","1","","Boylston St","","Arlington to Berkeley","","North","","14","2022-06-29T14:04:01.685Z","0","","1","2022-06-29T14:03:45.064Z","1","2022-06-29T14:03:12.83Z","0","2022-06-29T15:41:53.913Z","","","True","2022-06-29T14:04:03.099Z","",""
"f6cf8282","-1","2022-06-29T15:41:57.931Z","","42.3516741909706","","-71.073211170586","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35130748094817 -71.07303950920901;42.35204090099304 -71.07338283196292"}","","2","","Berkeley St","","Boylston to Newbury","","East","","7","2022-06-29T14:05:02.552Z","0","","0","","0","2022-06-29T15:41:56.182Z","0","2022-06-29T15:41:56.997Z","","","True","2022-06-29T14:05:03.985Z","",""
"72d89a7e","-1","2022-06-29T15:42:01.007Z","","42.3516484221874","","-71.0733291877826","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35200918570869 -71.07350084915957;42.35128765866602 -71.07315752640567"}","","3","","Berkeley","","Newbury to Boylston","","West","","0","","0","","0","","0","2022-06-29T15:41:59.351Z","0","2022-06-29T15:42:00.146Z","","","True","2022-06-29T14:05:23.371Z","",""
"46bd2fc8","-1","2022-06-29T15:42:04.568Z","","42.3510007564255","","-71.0741401831866","","{"strokeWeight":3;"strokeColor":"#009900";"type":"polyline";"path":"42.351275856705676 -71.07313725178986;42.35100032600609 -71.07414844458847;42.35072479409891 -71.07513817971497"}","","4","","Boylston St","","Berkeley to Clarendon","","North","","17","2022-06-29T14:07:03.946Z","2","2022-06-29T14:06:31.675Z","1","2022-06-29T14:07:07.911Z","0","2022-06-29T15:42:02.91Z","0","2022-06-29T15:42:03.689Z","","","True","2022-06-29T14:07:13.677Z","",""
"bc43fc2a","-1","2022-06-29T15:42:08.258Z","","42.3510874522191","","-71.0753462089618","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35072470324313 -71.07515845433078;42.35145020119512 -71.07553396359286"}","","5","","Clarendon St","","Boylston to Newbury","","East","","7","2022-06-29T14:08:20.469Z","2","2022-06-29T14:08:13.58Z","0","","0","2022-06-29T15:42:06.244Z","0","2022-06-29T15:42:07.164Z","","","True","2022-06-29T14:08:23.432Z","",""
"e1cc0c9c","-1","2022-06-29T15:42:11.788Z","","42.3510537542063","","-71.0754722727855","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.351418485612676 -71.07565734520755;42.35068902279993 -71.07528720036349"}","","6","","Clarendon St","","Newbury to Boylston","","West","","8","2022-06-29T14:09:12.686Z","1","2022-06-29T14:09:06.564Z","1","2022-06-29T14:08:40.246Z","0","2022-06-29T15:42:09.92Z","0","2022-06-29T15:42:10.74Z","","","True","2022-06-29T14:09:15.033Z","",""
"f9a53a9c","-1","2022-06-29T14:10:55.655Z","","42.3504174537489","","-71.0763091219982","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35068505830501 -71.07529792919955;42.350149849192825 -71.07732031479678"}","","7","","Boylston St","","Clarendon to Dartmouth","","North","","16","2022-06-29T14:10:53.005Z","0","","6","2022-06-29T14:10:49.619Z","2","2022-06-29T14:09:35.884Z","3","2022-06-29T14:10:36.402Z","","","true","2022-06-29T14:10:55.655Z","",""
"b9f765d6","-1","2022-06-29T15:42:19.316Z","","42.3505106192674","","-71.0774973405918","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35015381372151 -71.07732567921481;42.35086742481336 -71.07766900196872"}","","8","","Dartmouth St","","Boylston to Newbury","","East","","1","2022-06-29T14:11:51.722Z","0","","2","2022-06-29T14:11:50.843Z","0","2022-06-29T15:42:17.745Z","0","2022-06-29T15:42:18.611Z","","","True","2022-06-29T14:11:53.759Z","",""
"0283e001","-1","2022-06-29T15:42:23.936Z","","42.3504907967785","","-71.0775778068622","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3508396734223 -71.07775483265719;42.35014192013469 -71.07740078106723"}","","9","","Dartmouth St","","Newbury to Boylston","","West","","6","2022-06-29T14:12:49.775Z","1","2022-06-29T14:12:29.591Z","3","2022-06-29T14:12:33.042Z","0","2022-06-29T15:42:21.306Z","0","2022-06-29T15:42:22.049Z","","","True","2022-06-29T14:12:52.027Z","",""
"81e32deb","-1","2022-06-29T15:42:27.078Z","","42.3498465613672","","-71.078446842583","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35013002654559 -71.07741150990329;42.34956309618879 -71.07948217526278"}","","10","","Boylston St","","Dartmouth to Exeter","","North","","10","2022-06-29T14:14:43.068Z","0","","4","2022-06-29T14:14:40.855Z","3","2022-06-29T14:14:29.996Z","0","2022-06-29T15:42:26.18Z","","","True","2022-06-29T14:14:44.858Z","",""
"b5a13ce7","-1","2022-06-29T15:42:33.21Z","","42.3499258518686","","-71.0796638912571","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.34956309618879 -71.07949491208919;42.350288607548386 -71.07983287042507"}","","11","","Exeter St","","Boylston to Newbury","","East","","3","2022-06-29T14:15:30.538Z","0","","1","2022-06-29T14:15:05.883Z","0","2022-06-29T15:42:31.246Z","0","2022-06-29T15:42:32.35Z","","","True","2022-06-29T14:15:32.65Z","",""
"9e7c6449","-1","2022-06-29T15:42:37.918Z","","42.3499099937176","","-71.0797389931095","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.350268784944916 -71.07991333669551;42.34955120249019 -71.07956464952358"}","","12","","Exeter St","","Newbury to Boylston","","West","","5","2022-06-29T14:16:05.108Z","0","","2","2022-06-29T14:15:49.118Z","0","2022-06-29T15:42:36.177Z","0","2022-06-29T15:42:36.993Z","","","True","2022-06-29T14:16:07.038Z","",""
"21f98725","-1","2022-06-29T15:42:41.599Z","","42.3497514121621","","-71.0784086174382","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.349471911108594 -71.07943590349086;42.350030913215704 -71.07738133138545"}","","13","","Boylston St","","Exeter to Dartmouth","","South","","2","2022-06-29T14:17:51.083Z","2","2022-06-29T14:17:41.266Z","1","2022-06-29T14:17:47.777Z","0","2022-06-29T15:42:40.663Z","0","2022-06-29T15:42:39.968Z","","","True","2022-06-29T14:17:54.243Z","",""
"9287ca0f","-1","2022-06-29T15:42:45.192Z","","42.3503381634601","","-71.0762548035992","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3500705585664 -71.07725794977077;42.35060576835374 -71.07525165742763"}","","14","","Boylston St","","Dartmouth to Clarendon","","South","","12","2022-06-29T14:20:14.791Z","1","2022-06-29T14:19:37.823Z","2","2022-06-29T14:19:41.287Z","0","2022-06-29T15:42:43.388Z","0","2022-06-29T15:42:44.18Z","","","True","2022-06-29T14:20:16.387Z","",""
"6ad093e9","-1","2022-06-29T15:42:48.516Z","","42.3509083593781","","-71.0741161467626","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35063877467154 -71.07511929293419;42.35117794408467 -71.07311300059105"}","","15","","Boylston St","","Clarendon to Berkeley","","South","","21","2022-06-29T14:22:41.25Z","1","2022-06-29T14:22:38.977Z","0","","0","2022-06-29T15:42:47.418Z","0","2022-06-29T15:42:46.56Z","","","True","2022-06-29T14:22:42.795Z","",""
"1fc20409","-1","2022-06-29T14:24:31.023Z","","42.3515129397039","","-71.0718577267721","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35121758871194 -71.07298425455834;42.35180829069594 -71.07073119898583"}","","16","","Boylston St","","Berkeley to Arlington","","South","","11","2022-06-29T14:24:28.375Z","2","2022-06-29T14:24:18.004Z","3","2022-06-29T14:24:30.206Z","","","1","2022-06-29T14:23:51.959Z","","","true","2022-06-29T14:24:31.023Z","",""
