"Id","Run Order","Capture Time","Reserved","Latitude","Latitude Date Modified UTC","Longitude","Longitude Date Modified UTC","Location Icon","Location Icon Date Modified UTC","ID","ID Date Modified UTC","Street","Street Date Modified UTC","Location","Location Date Modified UTC","Side of Street","Side of Street Date Modified UTC","Paid","Paid Date Modified UTC","ADA Placard","ADA Placard Date Modified UTC","City, Service Vehicle","City, Service Vehicle Date Modified UTC","Double Parked Car","Double Parked Car Date Modified UTC","Double Parked Truck","Double Parked Truck Date Modified UTC","Notes","Notes Date Modified UTC","Data Entry Complete","Data Entry Complete Date Modified UTC","Picture","Picture Date Modified UTC"
"ad82a316","-1","2022-06-29T21:02:26.319Z","","42.3516345468398","","-71.0719237102588","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35196359495938 -71.07082400456271;42.35183276914731 -71.07106540337405;42.351305498720244 -71.07302341595492"}","","1","","Boylston St","","Arlington to Berkeley","","North","","12","2022-06-29T21:02:16.743Z","2","2022-06-29T21:01:10.69Z","0","","","","1","2022-06-29T21:01:27.479Z","","","true","2022-06-29T21:02:26.319Z","",""
"f6cf8282","-1","2022-06-29T21:03:36.678Z","","42.3516741909706","","-71.073211170586","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35130748094817 -71.07303950920901;42.35204090099304 -71.07338283196292"}","","2","","Berkeley St","","Boylston to Newbury","","East","","5","2022-06-29T21:03:33.376Z","0","","0","","","","","","","","true","2022-06-29T21:03:36.678Z","",""
"72d89a7e","-1","2022-06-29T21:04:29.204Z","","42.3516484221874","","-71.0733291877826","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35200918570869 -71.07350084915957;42.35128765866602 -71.07315752640567"}","","3","","Berkeley","","Newbury to Boylston","","West","","0","","0","","0","","","","","","","","true","2022-06-29T21:04:29.204Z","",""
"46bd2fc8","-1","2022-06-29T21:07:24.412Z","","42.3510007564255","","-71.0741401831866","","{"strokeWeight":3;"strokeColor":"#009900";"type":"polyline";"path":"42.351275856705676 -71.07313725178986;42.35100032600609 -71.07414844458847;42.35072479409891 -71.07513817971497"}","","4","","Boylston St","","Berkeley to Clarendon","","North","","17","2022-06-29T21:07:18.873Z","0","","0","","","","","","","","true","2022-06-29T21:07:24.412Z","",""
"bc43fc2a","-1","2022-06-29T21:08:19.565Z","","42.3510874522191","","-71.0753462089618","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35072470324313 -71.07515845433078;42.35145020119512 -71.07553396359286"}","","5","","Clarendon St","","Boylston to Newbury","","East","","5","2022-06-29T21:08:13.53Z","1","2022-06-29T21:08:14.463Z","0","","","","","","","","true","2022-06-29T21:08:19.565Z","",""
"e1cc0c9c","-1","2022-06-29T21:09:50.219Z","","42.3510537542063","","-71.0754722727855","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.351418485612676 -71.07565734520755;42.35068902279993 -71.07528720036349"}","","6","","Clarendon St","","Newbury to Boylston","","West","","9","2022-06-29T21:09:46.367Z","0","","0","","","","","","","","true","2022-06-29T21:09:50.219Z","",""
"f9a53a9c","-1","2022-06-29T21:12:06.492Z","","42.3504174537489","","-71.0763091219982","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35068505830501 -71.07529792919955;42.350149849192825 -71.07732031479678"}","","7","","Boylston St","","Clarendon to Dartmouth","","North","","10","2022-06-29T21:11:58.357Z","1","2022-06-29T21:11:15.824Z","1","2022-06-29T21:12:01.155Z","4","2022-06-29T21:11:41.142Z","","","","","true","2022-06-29T21:12:06.492Z","",""
"b9f765d6","-1","2022-06-29T21:13:23.146Z","","42.3505106192674","","-71.0774973405918","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35015381372151 -71.07732567921481;42.35086742481336 -71.07766900196872"}","","8","","Dartmouth St","","Boylston to Newbury","","East","","1","2022-06-29T21:13:21.662Z","1","2022-06-29T21:13:21.944Z","0","","","","","","","","true","2022-06-29T21:13:23.146Z","",""
"0283e001","-1","2022-06-29T21:14:31.738Z","","42.3504907967785","","-71.0775778068622","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3508396734223 -71.07775483265719;42.35014192013469 -71.07740078106723"}","","9","","Dartmouth St","","Newbury to Boylston","","West","","6","2022-06-29T21:15:16.77Z","2","2022-06-29T21:15:02.033Z","0","","","","","","ADA placard car is crossing into the cross walk ","2022-06-29T21:14:31.738Z","true","2022-06-29T21:13:13.145Z","",""
"81e32deb","-1","2022-06-29T21:17:32.592Z","","42.3498465613672","","-71.078446842583","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35013002654559 -71.07741150990329;42.34956309618879 -71.07948217526278"}","","10","","Boylston St","","Dartmouth to Exeter","","North","","12","2022-06-29T21:17:25.94Z","0","","0","","","","1","2022-06-29T21:17:12.656Z","","","true","2022-06-29T21:17:32.592Z","",""
"b5a13ce7","-1","2022-06-29T21:18:41.312Z","","42.3499258518686","","-71.0796638912571","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.34956309618879 -71.07949491208919;42.350288607548386 -71.07983287042507"}","","11","","Exeter St","","Boylston to Newbury","","East","","6","2022-06-29T21:18:32.977Z","0","","0","","","","","","","","true","2022-06-29T21:18:41.312Z","",""
"9e7c6449","-1","2022-06-29T21:20:05.65Z","","42.3499099937176","","-71.0797389931095","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.350268784944916 -71.07991333669551;42.34955120249019 -71.07956464952358"}","","12","","Exeter St","","Newbury to Boylston","","West","","7","2022-06-29T21:20:01.049Z","1","2022-06-29T21:19:08.713Z","0","","","","","","","","true","2022-06-29T21:20:05.65Z","",""
"21f98725","-1","2022-06-29T22:26:46.555Z","","42.3497514121621","","-71.0784086174382","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.349471911108594 -71.07943590349086;42.350030913215704 -71.07738133138545"}","","13","","Boylston St","","Exeter to Dartmouth","","South","","2","2022-06-29T21:22:37.659Z","0","2022-06-29T22:26:40.067Z","0","","","","","","","2022-06-29T22:26:46.555Z","true","2022-06-29T21:22:49.893Z","",""
"9287ca0f","-1","2022-06-29T21:26:02.873Z","","42.3503381634601","","-71.0762548035992","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3500705585664 -71.07725794977077;42.35060576835374 -71.07525165742763"}","","14","","Boylston St","","Dartmouth to Clarendon","","South","","12","2022-06-29T21:25:55.471Z","0","","0","","1","2022-06-29T21:25:24.77Z","","","","","true","2022-06-29T21:26:02.873Z","",""
"6ad093e9","-1","2022-06-29T21:29:29.15Z","","42.3509083593781","","-71.0741161467626","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35063877467154 -71.07511929293419;42.35117794408467 -71.07311300059105"}","","15","","Boylston St","","Clarendon to Berkeley","","South","","16","2022-06-29T21:29:20.015Z","1","2022-06-29T21:29:22.566Z","0","","","","","","","","true","2022-06-29T21:29:29.15Z","",""
"1fc20409","-1","2022-06-29T21:31:20.185Z","","42.3515129397039","","-71.0718577267721","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35121758871194 -71.07298425455834;42.35180829069594 -71.07073119898583"}","","16","","Boylston St","","Berkeley to Arlington","","South","","3","2022-06-29T21:31:07.467Z","0","","0","","","","","","","","true","2022-06-29T21:31:20.185Z","",""
