"Id","Run Order","Capture Time","Reserved","Latitude","Latitude Date Modified UTC","Longitude","Longitude Date Modified UTC","Location Icon","Location Icon Date Modified UTC","ID","ID Date Modified UTC","Street","Street Date Modified UTC","Location","Location Date Modified UTC","Side of Street","Side of Street Date Modified UTC","Paid","Paid Date Modified UTC","ADA Placard","ADA Placard Date Modified UTC","City, Service Vehicle","City, Service Vehicle Date Modified UTC","Double Parked Car","Double Parked Car Date Modified UTC","Double Parked Truck","Double Parked Truck Date Modified UTC","Notes","Notes Date Modified UTC","Data Entry Complete","Data Entry Complete Date Modified UTC","Picture","Picture Date Modified UTC"
"ad82a316","-1","2022-06-29T13:05:35.282Z","","42.3516345468398","","-71.0719237102588","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35196359495938 -71.07082400456271;42.35183276914731 -71.07106540337405;42.351305498720244 -71.07302341595492"}","","1","","Boylston St","","Arlington to Berkeley","","North","","13","2022-06-29T13:05:26.361Z","0","","0","","1","2022-06-29T13:05:02.228Z","2","2022-06-29T13:05:03.095Z","","","true","2022-06-29T13:05:35.282Z","",""
"f6cf8282","-1","2022-06-29T15:40:34.865Z","","42.3516741909706","","-71.073211170586","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35130748094817 -71.07303950920901;42.35204090099304 -71.07338283196292"}","","2","","Berkeley St","","Boylston to Newbury","","East","","2","2022-06-29T13:06:07.114Z","0","","0","","0","2022-06-29T15:40:33Z","0","2022-06-29T15:40:33.903Z","","","True","2022-06-29T13:06:26.315Z","",""
"72d89a7e","-1","2022-06-29T15:40:38.39Z","","42.3516484221874","","-71.0733291877826","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35200918570869 -71.07350084915957;42.35128765866602 -71.07315752640567"}","","3","","Berkeley","","Newbury to Boylston","","West","","0","","0","","0","","0","2022-06-29T15:40:36.319Z","0","2022-06-29T15:40:37.352Z","","","True","2022-06-29T13:06:45.149Z","",""
"46bd2fc8","-1","2022-06-29T15:40:44.925Z","","42.3510007564255","","-71.0741401831866","","{"strokeWeight":3;"strokeColor":"#009900";"type":"polyline";"path":"42.351275856705676 -71.07313725178986;42.35100032600609 -71.07414844458847;42.35072479409891 -71.07513817971497"}","","4","","Boylston St","","Berkeley to Clarendon","","North","","12","2022-06-29T13:08:54.689Z","2","2022-06-29T13:08:04.27Z","1","2022-06-29T13:08:57.608Z","0","2022-06-29T15:40:41.667Z","0","2022-06-29T15:40:43.071Z","","","True","2022-06-29T13:09:02.739Z","",""
"bc43fc2a","-1","2022-06-29T15:40:51.118Z","","42.3510874522191","","-71.0753462089618","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35072470324313 -71.07515845433078;42.35145020119512 -71.07553396359286"}","","5","","Clarendon St","","Boylston to Newbury","","East","","5","2022-06-29T13:10:10.434Z","2","2022-06-29T13:09:50.114Z","1","2022-06-29T13:09:18.891Z","0","2022-06-29T15:40:48.154Z","0","2022-06-29T15:40:49.465Z","","","True","2022-06-29T13:10:13.567Z","",""
"e1cc0c9c","-1","2022-06-29T15:40:57.008Z","","42.3510537542063","","-71.0754722727855","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.351418485612676 -71.07565734520755;42.35068902279993 -71.07528720036349"}","","6","","Clarendon St","","Newbury to Boylston","","West","","5","2022-06-29T13:11:12.807Z","1","2022-06-29T13:11:06.054Z","2","2022-06-29T13:10:46.188Z","0","2022-06-29T15:40:54.614Z","0","2022-06-29T15:40:55.904Z","","","True","2022-06-29T13:11:15.041Z","",""
"f9a53a9c","-1","2022-06-29T13:13:35.764Z","","42.3504174537489","","-71.0763091219982","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35068505830501 -71.07529792919955;42.350149849192825 -71.07732031479678"}","","7","","Boylston St","","Clarendon to Dartmouth","","North","","10","2022-06-29T13:13:27.78Z","0","","4","2022-06-29T13:13:32.884Z","1","2022-06-29T13:12:53.144Z","1","2022-06-29T13:12:39.242Z","","","true","2022-06-29T13:13:35.764Z","",""
"b9f765d6","-1","2022-06-29T15:41:04.283Z","","42.3505106192674","","-71.0774973405918","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35015381372151 -71.07732567921481;42.35086742481336 -71.07766900196872"}","","8","","Dartmouth St","","Boylston to Newbury","","East","","0","","0","","3","2022-06-29T13:14:22.832Z","0","2022-06-29T15:41:03.014Z","1","2022-06-29T13:14:02.164Z","","","True","2022-06-29T13:14:41.133Z","",""
"0283e001","-1","2022-06-29T15:41:09.001Z","","42.3504907967785","","-71.0775778068622","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.3508396734223 -71.07775483265719;42.35014192013469 -71.07740078106723"}","","9","","Dartmouth St","","Newbury to Boylston","","West","","3","2022-06-29T13:15:35.453Z","2","2022-06-29T13:15:36.219Z","3","2022-06-29T13:15:40.42Z","0","2022-06-29T15:41:06.69Z","0","2022-06-29T15:41:07.915Z","","","True","2022-06-29T13:15:44.222Z","",""
"81e32deb","-1","2022-06-29T15:41:13.693Z","","42.3498465613672","","-71.078446842583","","{"type":"polyline";"strokeWeight":3;"strokeColor":"#009900";"path":"42.35013002654559 -71.07741150990329;42.34956309618879 -71.07948217526278"}","","10","","Boylston St","","Dartmouth to Exeter","","North","","10","2022-06-29T13:17:28.615Z","0","","4","2022-06-29T13:17:43.034Z","0","2022-06-29T15:41:11.168Z","0","2022-06-29T15:41:12.59Z","","","True","2022-06-29T13:17:46.515Z","",""
